 	08/31/2017	09/02/2017		36	58	6
 	08/30/2017	09/01/2017		34	61	5
 	08/29/2017	08/31/2017		34	61	5
 	08/28/2017	08/30/2017		34	60	6
 	08/27/2017	08/29/2017		35	59	6
 	08/26/2017	08/28/2017		35	60	5
 	08/25/2017	08/27/2017		35	60	5
 	08/24/2017	08/26/2017		35	60	5
 	08/23/2017	08/25/2017		35	60	5
 	08/22/2017	08/24/2017		34	60	6
 	08/21/2017	08/23/2017		34	60	6
 	08/20/2017	08/22/2017		35	59	6
 	08/19/2017	08/21/2017		35	60	5
 	08/18/2017	08/20/2017		35	59	6
 	08/17/2017	08/19/2017		36	58	6
 	08/16/2017	08/18/2017		37	57	6
 	08/15/2017	08/17/2017		38	57	5
 	08/14/2017	08/16/2017		37	57	6
 	08/13/2017	08/15/2017		36	58	6
 	08/12/2017	08/14/2017		36	59	5
 	08/11/2017	08/13/2017		34	61	5
 	08/10/2017	08/12/2017		36	59	5
 	08/09/2017	08/11/2017		37	57	6
 	08/08/2017	08/10/2017		37	56	7
 	08/07/2017	08/09/2017		36	57	7
 	08/06/2017	08/08/2017		36	58	6
 	08/05/2017	08/07/2017		37	59	4
 	08/04/2017	08/06/2017		38	57	5
 	08/03/2017	08/05/2017		38	56	6
 	08/02/2017	08/04/2017		37	55	8
 	08/01/2017	08/03/2017		36	58	6
 	07/31/2017	08/02/2017		36	58	6
 	07/30/2017	08/01/2017		36	60	4
 	07/29/2017	07/31/2017		37	59	4
 	07/28/2017	07/30/2017		37	59	4
 	07/27/2017	07/29/2017		38	57	5
 	07/26/2017	07/28/2017		39	56	5
 	07/25/2017	07/27/2017		39	54	7
 	07/24/2017	07/26/2017		39	55	6
 	07/23/2017	07/25/2017		37	58	5
 	07/22/2017	07/24/2017		36	59	5
 	07/21/2017	07/23/2017		37	58	5
 	07/20/2017	07/22/2017		39	55	6
 	07/19/2017	07/21/2017		38	57	5
 	07/18/2017	07/20/2017		37	58	5
 	07/17/2017	07/19/2017		36	59	5
 	07/16/2017	07/18/2017		37	57	6
 	07/15/2017	07/17/2017		38	56	6
 	07/14/2017	07/16/2017		39	56	5
 	07/13/2017	07/15/2017		38	56	6
 	07/11/2017	07/14/2017		38	57	5
 	07/10/2017	07/13/2017		39	55	6
 	07/09/2017	07/11/2017		40	55	5
 	07/08/2017	07/10/2017		40	55	5
 	07/07/2017	07/09/2017		39	56	5
 	07/06/2017	07/08/2017		39	56	5
 	07/05/2017	07/07/2017		38	56	6
 	07/03/2017	07/06/2017		37	57	6
 	07/02/2017	07/05/2017		37	57	6
 	07/01/2017	07/03/2017		37	57	6
 	06/30/2017	07/02/2017		39	56	5
 	06/29/2017	07/01/2017		37	57	6
 	06/28/2017	06/30/2017		38	57	5
 	06/27/2017	06/29/2017		38	57	5
 	06/26/2017	06/28/2017		40	56	4
 	06/25/2017	06/27/2017		39	56	5
 	06/24/2017	06/26/2017		39	57	4
 	06/23/2017	06/25/2017		36	58	6
 	06/22/2017	06/24/2017		38	57	5
 	06/21/2017	06/23/2017		39	55	6
 	06/20/2017	06/22/2017		42	54	4
 	06/19/2017	06/21/2017		39	56	5
 	06/18/2017	06/20/2017		37	58	5
 	06/17/2017	06/19/2017		37	57	6
 	06/16/2017	06/18/2017		38	56	6
 	06/15/2017	06/17/2017		39	55	6
 	06/14/2017	06/16/2017		39	55	6
 	06/13/2017	06/15/2017		38	57	5
 	06/12/2017	06/14/2017		38	57	5
 	06/11/2017	06/13/2017		36	59	5
 	06/10/2017	06/12/2017		36	60	4
 	06/09/2017	06/11/2017		36	59	5
 	06/08/2017	06/10/2017		38	58	4
 	06/07/2017	06/09/2017		39	56	5
 	06/06/2017	06/08/2017		37	58	5
 	06/05/2017	06/07/2017		37	58	5
 	06/04/2017	06/06/2017		38	57	5
 	06/03/2017	06/05/2017		38	57	5
 	06/02/2017	06/04/2017		37	57	6
 	06/01/2017	06/03/2017		36	58	6
 	05/31/2017	06/02/2017		37	57	6
 	05/30/2017	06/01/2017		39	55	6
 	05/29/2017	05/31/2017		40	54	6
 	05/28/2017	05/30/2017		41	53	6
 	05/27/2017	05/29/2017		41	54	5
 	05/26/2017	05/28/2017		42	53	5
 	05/25/2017	05/27/2017		42	53	5
 	05/24/2017	05/26/2017		41	54	5
 	05/23/2017	05/25/2017		41	54	5
 	05/22/2017	05/24/2017		39	55	6
 	05/21/2017	05/23/2017		39	55	6
 	05/20/2017	05/22/2017		38	56	6
 	05/19/2017	05/21/2017		37	56	7
 	05/18/2017	05/20/2017		38	56	6
 	05/17/2017	05/19/2017		37	56	7
 	05/16/2017	05/18/2017		38	56	6
 	05/15/2017	05/17/2017		38	56	6
 	05/14/2017	05/16/2017		38	57	5
 	05/13/2017	05/15/2017		38	57	5
 	05/12/2017	05/14/2017		38	57	5
 	05/11/2017	05/13/2017		39	56	5
 	05/10/2017	05/12/2017		40	55	5
 	05/09/2017	05/11/2017		41	54	5
 	05/08/2017	05/10/2017		38	55	7
 	05/07/2017	05/09/2017		40	53	7
 	05/06/2017	05/08/2017		40	53	7
 	05/05/2017	05/07/2017		42	53	5
 	05/04/2017	05/06/2017		40	54	6
 	05/02/2017	05/05/2017		40	54	6
 	05/01/2017	05/04/2017		42	52	6
 	04/30/2017	05/02/2017		42	52	6
 	04/29/2017	05/01/2017		42	54	4
 	04/28/2017	04/30/2017		41	55	4
 	04/27/2017	04/29/2017		42	53	5
 	04/26/2017	04/28/2017		43	51	6
 	04/25/2017	04/27/2017		43	52	5
 	04/24/2017	04/26/2017		40	55	5
 	04/23/2017	04/25/2017		39	56	5
 	04/22/2017	04/24/2017		40	55	5
 	04/21/2017	04/23/2017		40	54	6
 	04/20/2017	04/22/2017		40	54	6
 	04/19/2017	04/21/2017		42	52	6
 	04/18/2017	04/20/2017		43	51	6
 	04/17/2017	04/19/2017		43	50	7
 	04/15/2017	04/18/2017		42	52	6
 	04/14/2017	04/17/2017		41	52	7
 	04/13/2017	04/15/2017		41	53	6
 	04/12/2017	04/14/2017		39	55	6
 	04/11/2017	04/13/2017		40	55	5
 	04/10/2017	04/12/2017		40	54	6
 	04/09/2017	04/11/2017		41	52	7
 	04/08/2017	04/10/2017		40	54	6
 	04/07/2017	04/09/2017		40	53	7
 	04/06/2017	04/08/2017		40	54	6
 	04/05/2017	04/07/2017		40	54	6
 	04/04/2017	04/06/2017		40	54	6
 	04/03/2017	04/05/2017		41	53	6
 	04/02/2017	04/04/2017		42	52	6
 	04/01/2017	04/03/2017		39	55	6
 	03/31/2017	04/02/2017		38	57	5
 	03/30/2017	04/01/2017		38	57	5
 	03/29/2017	03/31/2017		40	56	4
 	03/28/2017	03/30/2017		38	56	6
 	03/27/2017	03/29/2017		38	57	5
 	03/26/2017	03/28/2017		35	59	6
 	03/25/2017	03/27/2017		36	56	8
 	03/24/2017	03/26/2017		36	57	7
 	03/23/2017	03/25/2017		40	54	6
 	03/22/2017	03/24/2017		41	54	5
 	03/21/2017	03/23/2017		41	54	5
 	03/20/2017	03/22/2017		39	56	5
 	03/19/2017	03/21/2017		40	55	5
 	03/18/2017	03/20/2017		39	56	5
 	03/17/2017	03/19/2017		39	55	6
 	03/16/2017	03/18/2017		37	58	5
 	03/15/2017	03/17/2017		40	55	5
 	03/14/2017	03/16/2017		41	54	5
 	03/13/2017	03/15/2017		42	53	5
 	03/12/2017	03/14/2017		40	54	6
 	03/11/2017	03/13/2017		39	55	6
 	03/10/2017	03/12/2017		42	51	7
 	03/09/2017	03/11/2017		45	49	6
 	03/08/2017	03/10/2017		44	49	7
 	03/07/2017	03/09/2017		42	52	6
 	03/06/2017	03/08/2017		41	53	6
 	03/05/2017	03/07/2017		42	53	5
 	03/04/2017	03/06/2017		43	51	6
 	03/03/2017	03/05/2017		44	50	6
 	03/02/2017	03/04/2017		43	50	7
 	03/01/2017	03/03/2017		43	51	6
 	02/28/2017	03/02/2017		43	51	6
 	02/27/2017	03/01/2017		43	51	6
 	02/26/2017	02/28/2017		43	52	5
 	02/25/2017	02/27/2017		42	54	4
 	02/24/2017	02/26/2017		42	54	4
 	02/23/2017	02/25/2017		41	54	5
 	02/22/2017	02/24/2017		41	53	6
 	02/21/2017	02/23/2017		43	52	5
 	02/20/2017	02/22/2017		43	52	5
 	02/19/2017	02/21/2017		42	52	6
 	02/18/2017	02/20/2017		41	53	6
 	02/17/2017	02/19/2017		42	53	5
 	02/16/2017	02/18/2017		41	55	4
 	02/15/2017	02/17/2017		40	55	5
 	02/14/2017	02/16/2017		38	56	6
 	02/13/2017	02/15/2017		40	54	6
 	02/12/2017	02/14/2017		40	53	7
 	02/11/2017	02/13/2017		40	54	6
 	02/10/2017	02/12/2017		40	54	6
 	02/09/2017	02/11/2017		40	55	5
 	02/08/2017	02/10/2017		41	53	6
 	02/07/2017	02/09/2017		42	52	6
 	02/06/2017	02/08/2017		43	52	5
 	02/05/2017	02/07/2017		43	52	5
 	02/04/2017	02/06/2017		42	54	4
 	02/03/2017	02/05/2017		42	52	6
 	02/02/2017	02/04/2017		42	53	5
 	02/01/2017	02/03/2017		44	50	6
 	01/31/2017	02/02/2017		43	52	5
 	01/30/2017	02/01/2017		43	52	5
 	01/29/2017	01/31/2017		43	52	5
 	01/28/2017	01/30/2017		43	51	6
 	01/27/2017	01/29/2017		43	50	7
 	01/26/2017	01/28/2017		42	51	7
 	01/25/2017	01/27/2017		42	50	8
 	01/24/2017	01/26/2017		45	48	7
 	01/23/2017	01/25/2017		46	45	9
 	01/22/2017	01/24/2017		46	45	9
 	01/21/2017	01/23/2017		45	46	9
 	01/20/2017	01/22/2017		45	45	10
