Date,Open,High,Low,Close,Adj Close,Volume
1981-06-01,0.942794,1.013757,0.902244,0.968138,0.002566,53909400
1981-07-01,0.968138,0.968138,0.851556,0.876900,0.002324,41002500
1981-08-01,0.876900,0.887037,0.785662,0.800868,0.002151,37765600
1981-09-01,0.800868,0.826212,0.760318,0.800868,0.002151,52026700
1981-10-01,0.800868,0.821143,0.638667,0.658942,0.001770,50868600
1981-11-01,0.669080,0.699492,0.648804,0.674148,0.001843,58763800
1981-12-01,0.674148,0.775524,0.669080,0.679217,0.001856,126196500
1982-01-01,0.689355,0.760318,0.679217,0.740043,0.002023,91184400
1982-02-01,0.740043,0.780593,0.674148,0.775524,0.002120,63239400
1982-03-01,0.800868,0.876900,0.760318,0.841418,0.002300,121845400
1982-04-01,0.856625,0.952932,0.831281,0.917450,0.002508,97634100
1982-05-01,0.927588,1.003619,0.902244,0.922519,0.002521,101880400
1982-06-01,0.912381,0.998551,0.871831,0.973207,0.002660,149264900
1982-07-01,0.952932,1.003619,0.892106,0.917450,0.002508,115320300
1982-08-01,0.942794,1.155683,0.881969,1.115133,0.003048,249622600
1982-09-01,1.115133,1.206371,1.034032,1.039101,0.002840,176300900
1982-10-01,1.039101,1.312815,1.039101,1.292540,0.003533,245901600
1982-11-01,1.287471,1.388847,1.165821,1.338159,0.003657,194934400
1982-12-01,1.373641,1.687905,1.338159,1.576392,0.004308,283746800
1983-01-01,1.556117,1.652424,1.388847,1.606805,0.004392,158480500
1983-02-01,1.611874,1.743662,1.540911,1.545979,0.004225,170668900
1983-03-01,1.596667,1.713249,1.540911,1.632149,0.004461,169524000
1983-04-01,1.622011,2.088339,1.530773,2.083271,0.005694,306488500
1983-05-01,2.047789,2.144096,1.880519,1.905863,0.005209,211320000
1983-06-01,1.916001,2.402604,1.905863,2.291091,0.006262,236590500
1983-07-01,2.301228,2.585080,2.123821,2.438086,0.006664,249423100
1983-08-01,2.412742,2.443154,2.103546,2.311366,0.006348,227439000
1983-09-01,2.377260,2.656043,2.336710,2.503980,0.006877,306345500
1983-10-01,2.498911,2.843588,2.443154,2.691525,0.007392,314715600
1983-11-01,2.691525,2.711800,2.493842,2.503980,0.006922,226110300
1983-12-01,2.493842,2.706731,2.433017,2.577477,0.007125,148507300
1984-01-01,2.585080,2.828382,2.478636,2.486239,0.006873,168236500
1984-02-01,2.501445,2.509048,2.106080,2.265747,0.006307,306748100
1984-03-01,2.235334,2.486239,2.151699,2.227731,0.006201,258515900
1984-04-01,2.265747,2.288556,2.007239,2.227731,0.006201,274491400
1984-05-01,2.258144,2.326572,2.068064,2.242937,0.006315,297584800
1984-06-01,2.250540,2.379795,2.106080,2.189715,0.006166,211459600
1984-07-01,2.197318,2.402604,2.166906,2.395001,0.006744,264173900
1984-08-01,2.410207,2.912017,2.410207,2.607890,0.007421,412176400
1984-09-01,2.615493,2.919620,2.585080,2.782763,0.007919,220292200
1984-10-01,2.752350,3.124906,2.638303,2.858795,0.008135,267000300
1984-11-01,2.874001,2.965239,2.668715,2.744747,0.007874,195907800
1984-12-01,2.729541,2.828382,2.569874,2.775160,0.008048,230410300
1985-01-01,2.775160,3.117303,2.615493,2.965239,0.008599,337398900
1985-02-01,2.919620,2.950033,2.630699,2.714334,0.007949,347623600
1985-03-01,2.729541,2.775160,2.569874,2.577477,0.007548,261444000
1985-04-01,2.592684,2.721938,2.440620,2.486239,0.007281,239958500
1985-05-01,2.440620,2.699128,2.440620,2.645906,0.007857,275543900
1985-06-01,2.645906,2.797969,2.615493,2.744747,0.008150,228251900
1985-07-01,2.744747,2.813176,2.592684,2.714334,0.008060,234451300
1985-08-01,2.729541,2.744747,2.615493,2.676318,0.008057,108847200
1985-09-01,2.661112,2.729541,2.615493,2.691525,0.008103,135024700
1985-10-01,2.683922,2.912017,2.683922,2.828382,0.008515,235754400
1985-11-01,2.843588,3.383414,2.828382,3.284573,0.010044,338827600
1985-12-01,3.269366,3.596303,3.200938,3.527874,0.010788,196622400
1986-01-01,3.497462,3.930843,3.269366,3.809192,0.011648,225645300
1986-02-01,3.809192,4.440256,3.755970,4.364224,0.016731,240332200
1986-03-01,4.303399,5.094129,4.295795,4.980081,0.019092,240313000
1986-04-01,5.002891,5.177764,4.531494,4.599922,0.017635,295460200
1986-05-01,4.592319,4.980081,4.577113,4.896446,0.022782,177180200
1986-06-01,4.896446,5.177764,4.721573,5.029502,0.023401,136909000
1986-07-01,5.029502,5.291811,4.687359,4.881240,0.022711,199503800
1986-08-01,4.892645,5.793621,4.801406,5.451478,0.030564,183978800
1986-09-01,5.474288,5.474288,4.516287,4.835621,0.027111,213076200
1986-10-01,4.881240,5.394454,4.847026,5.234787,0.029349,184931100
1986-11-01,5.269002,5.451478,5.018097,5.337430,0.037086,130306800
1986-12-01,5.314621,5.531312,5.063716,5.132145,0.035659,187490100
1987-01-01,5.189168,7.150788,5.189168,6.785836,0.047150,267015500
1987-02-01,6.808645,7.344669,6.614764,6.968312,0.057017,198604400
1987-03-01,6.979717,7.755241,6.934098,7.698217,0.062990,214868700
1987-04-01,7.629788,8.439527,7.242026,8.302670,0.067935,296110500
1987-05-01,8.371099,9.192242,7.949122,8.291265,0.080455,255694400
1987-06-01,8.393908,9.329099,8.268456,9.032575,0.087649,196358900
1987-07-01,8.998361,9.887933,8.918528,9.272075,0.089973,209815400
1987-08-01,9.123813,10.275694,9.123813,9.853718,0.109323,228111600
1987-09-01,9.842313,9.910742,8.622004,8.941337,0.099201,243204200
1987-10-01,8.941337,9.294885,5.474288,6.888479,0.076425,543461100
1987-11-01,6.888479,7.253431,6.295431,6.489312,0.096422,200988000
1987-12-01,6.546336,7.287646,6.500717,6.877074,0.102184,177126900
1988-01-01,6.945503,8.006145,6.934098,7.755241,0.115232,176107300
1988-02-01,7.869289,8.393908,7.253431,8.234241,0.136374,136112600
1988-03-01,8.188622,8.530766,7.549955,7.823669,0.129574,138198800
1988-04-01,7.664003,8.736051,7.664003,8.622004,0.142796,150275200
1988-05-01,8.667623,8.986956,8.302670,8.781670,0.163345,112754000
1988-06-01,8.827289,9.944956,8.804480,9.716861,0.180740,156084800
1988-07-01,9.694052,9.922147,9.169432,9.671242,0.179892,146931300
1988-08-01,9.671242,9.899337,8.530766,8.986956,0.185850,119521000
1988-09-01,8.964147,9.465956,8.758861,9.329099,0.192926,119466800
1988-10-01,9.397528,10.036194,9.237861,9.397528,0.194341,129327000
1988-11-01,9.397528,9.580004,8.918528,9.488766,0.216722,112538100
1988-12-01,9.511575,9.694052,9.215051,9.215051,0.210470,101381900
1989-01-01,9.169432,9.990575,9.101004,9.967766,0.227662,165769000
1989-02-01,9.944956,10.332718,9.374718,9.420337,0.245497,115864700
1989-03-01,9.465956,9.534385,8.781670,8.918528,0.232420,118544500
1989-04-01,8.941337,9.009766,8.485147,8.713242,0.227070,133916900
1989-05-01,8.667623,9.146623,8.416718,8.895718,0.267219,116041000
1989-06-01,8.872909,9.169432,8.736051,8.850099,0.265849,127660600
1989-07-01,8.804480,9.260670,8.690432,9.101004,0.273386,104652000
1989-08-01,9.101004,9.853718,9.009766,9.830909,0.338606,165713100
1989-09-01,9.830909,9.967766,9.215051,9.283480,0.319751,90036800
1989-10-01,9.283480,9.830909,8.485147,8.644813,0.297753,124180500
1989-11-01,8.667623,8.713242,7.914908,8.143003,0.323416,95919500
1989-12-01,8.188622,8.393908,7.549955,7.960527,0.316169,88089000
1990-01-01,7.983336,8.371099,7.572765,7.869289,0.312545,97138900
1990-02-01,7.846479,8.576385,7.709622,8.393908,0.390720,71285100
1990-03-01,8.348289,8.964147,8.325480,8.622004,0.401337,93952200
1990-04-01,8.599194,8.872909,7.983336,8.051764,0.374794,71846700
1990-05-01,8.097384,8.895718,8.051764,8.416718,0.454957,84653500
1990-06-01,8.439527,8.781670,7.892098,7.983336,0.431531,85319700
1990-07-01,8.006145,8.257051,7.435907,7.572765,0.409338,90193300
1990-08-01,7.572765,7.595574,6.044526,6.363860,0.406704,133435900
1990-09-01,6.295431,6.523526,5.542717,5.633955,0.360057,71562100
1990-10-01,5.679574,6.021717,4.995287,5.063716,0.323614,142218400
1990-11-01,5.040907,5.383049,4.744383,4.995287,0.400740,126035000
1990-12-01,5.063716,5.177764,4.561906,4.858430,0.389761,130152100
1991-01-01,4.812811,5.109335,4.561906,5.109335,0.409889,121844200
1991-02-01,5.200573,5.998907,5.177764,5.953288,0.624143,183870100
1991-03-01,5.930479,6.432288,5.839240,5.907669,0.619360,136668200
1991-04-01,5.884860,6.272622,5.588336,5.930479,0.621751,123556300
1991-05-01,5.907669,6.751622,5.725193,6.728812,0.788345,132527100
1991-06-01,6.614764,6.888479,6.249812,6.569145,0.769638,95828300
1991-07-01,6.637574,6.774431,5.953288,6.112955,0.716191,69044200
1991-08-01,6.112955,6.112955,5.337430,5.679574,0.741028,115635300
1991-09-01,5.656764,5.725193,5.291811,5.474288,0.714244,94069700
1991-10-01,5.519907,5.748002,4.904049,4.949668,0.645796,101282400
1991-11-01,4.949668,5.018097,4.311002,4.379430,0.652352,188831300
1991-12-01,4.311002,5.246192,4.265383,5.132145,0.764474,145971000
1992-01-01,5.109335,6.135764,5.063716,5.565526,0.829030,205879900
1992-02-01,5.519907,7.207812,5.497097,6.706003,1.118331,208924400
1992-03-01,6.706003,7.413098,6.432288,7.002526,1.167781,189438700
1992-04-01,6.911288,8.462337,6.888479,8.279860,1.380797,219910700
1992-05-01,8.302670,8.416718,7.755241,8.097384,1.467190,146568600
1992-06-01,8.074574,8.918528,7.983336,8.371099,1.516784,179674700
1992-07-01,8.348289,8.439527,7.435907,8.348289,1.512651,206552900
1992-08-01,8.302670,8.348289,7.048145,7.435907,1.461740,153236000
1992-09-01,7.458717,7.823669,6.911288,7.207812,1.416901,185360300
1992-10-01,7.253431,7.344669,6.272622,6.660384,1.309289,203435500
1992-11-01,6.728812,7.755241,6.706003,7.664003,1.649481,121377400
1992-12-01,7.686812,7.960527,7.139384,7.823669,1.683846,144461100
1993-01-01,7.892098,8.872909,7.846479,8.416718,1.811484,170552600
1993-02-01,8.462337,9.283480,8.165812,8.371099,1.940915,178260200
1993-03-01,8.393908,9.762480,8.371099,9.488766,2.200058,190074600
1993-04-01,9.511575,10.195861,9.306290,9.990575,2.316407,191109100
1993-05-01,9.990575,10.309909,9.123813,9.488766,2.353330,167623000
1993-06-01,9.557194,10.218671,9.078194,9.534385,2.364644,179667500
1993-07-01,9.511575,9.808099,8.827289,9.625623,2.387272,166282600
1993-08-01,9.739671,10.036194,8.941337,9.306290,2.469277,158973200
1993-09-01,9.283480,10.538004,9.215051,10.081814,2.675050,163485400
1993-10-01,10.104623,11.541623,9.990575,11.290719,2.995815,201088900
1993-11-01,11.290719,11.815338,10.697671,11.085433,3.122851,170141900
1993-12-01,11.267909,12.066242,11.199480,11.769719,3.315619,146864600
1994-01-01,11.655671,12.682100,11.404766,12.225909,3.444132,206130600
1994-02-01,12.225909,12.796147,11.131052,11.336338,3.365220,232033900
1994-03-01,11.404766,12.020623,10.401147,10.720480,3.182401,231351200
1994-04-01,10.538004,11.222290,9.762480,10.652052,3.162089,236285700
1994-05-01,10.857337,11.176671,10.401147,10.538004,3.352558,183300000
1994-06-01,10.538004,11.359147,10.013385,10.766099,3.425126,210564400
1994-07-01,10.880147,11.952195,10.492385,11.632861,3.700877,157251200
1994-08-01,11.678480,11.678480,10.538004,10.674861,3.503346,172148700
1994-09-01,10.766099,11.039814,9.534385,10.127433,3.323687,198002700
1994-10-01,10.127433,10.948576,9.716861,10.766099,3.533289,191817200
1994-11-01,10.720480,10.857337,9.625623,9.899337,3.378087,126345100
1994-12-01,9.899337,10.309909,9.351909,10.173052,3.471492,135642800
1995-01-01,10.218671,10.674861,8.986956,9.215051,3.144578,202638500
1995-02-01,9.169432,9.808099,9.032575,9.534385,3.344314,200735000
1995-03-01,9.488766,10.173052,9.032575,9.808099,3.440322,217322300
1995-04-01,9.808099,10.309909,9.351909,9.899337,3.472324,153923800
1995-05-01,9.899337,10.857337,9.397528,10.674861,3.863678,245706500
1995-06-01,10.674861,11.359147,10.492385,10.857337,3.929724,193682000
1995-07-01,10.902957,11.997814,10.401147,10.583623,3.830654,208464700
1995-08-01,10.538004,11.313528,10.218671,11.222290,4.183283,170836400
1995-09-01,11.222290,11.906576,10.902957,11.359147,4.234299,198586700
1995-10-01,11.359147,11.815338,10.492385,10.492385,3.911198,216294700
1995-11-01,10.583623,10.857337,10.127433,10.309909,3.971203,179999200
1995-12-01,10.401147,10.948576,10.173052,10.538004,4.059060,156545600
1996-01-01,10.538004,11.176671,9.944956,10.766099,4.146919,211742400
1996-02-01,10.766099,11.678480,10.583623,11.404766,4.541846,238965200
1996-03-01,11.496004,12.727719,11.313528,12.545243,4.996030,193474100
1996-04-01,12.590862,13.548862,12.089052,13.092671,5.214039,229088700
1996-05-01,13.183909,13.594481,12.773338,13.320767,5.506973,192067200
1996-06-01,13.275147,13.412005,11.496004,11.815338,4.884608,139175200
1996-07-01,11.906576,12.225909,10.902957,11.815338,4.884608,179227600
1996-08-01,11.906576,12.499624,11.815338,12.225909,5.224610,93215300
1996-09-01,12.043433,12.271528,10.948576,11.404766,4.873703,161648500
1996-10-01,11.404766,12.225909,11.222290,11.404766,4.873703,160110600
1996-11-01,11.404766,12.271528,11.085433,11.952195,5.286111,143705300
1996-12-01,11.952195,12.362766,11.313528,11.769719,5.205408,129950600
1997-01-01,11.632861,12.773338,11.450385,11.724100,5.185233,198984400
1997-02-01,11.815338,12.362766,11.587242,11.997814,5.480859,139346400
1997-03-01,12.043433,12.225909,11.222290,11.450385,5.230782,116688100
1997-04-01,11.450385,12.910195,10.948576,12.682100,5.793457,181379400
1997-05-01,12.682100,13.822577,12.408385,13.685719,6.462126,178732400
1997-06-01,13.731339,14.415625,13.503243,13.868196,6.548286,146415800
1997-07-01,13.959434,15.396435,13.936625,14.917435,7.043718,168632100
1997-08-01,14.871815,16.514101,14.370006,15.692958,7.621866,152365300
1997-09-01,15.761387,16.833435,15.738578,16.468483,7.998535,153797700
1997-10-01,16.422863,18.338863,15.145530,15.943863,7.743730,204335200
1997-11-01,16.240387,17.152769,15.350816,15.692958,7.821871,137662500
1997-12-01,15.852625,17.882673,15.852625,17.723007,8.833714,141217300
1998-01-01,17.768625,18.726625,15.556101,18.612579,9.277105,181490200
1998-02-01,18.795055,20.756674,18.202007,20.642628,10.531926,141218100
1998-03-01,20.574198,23.972818,20.505770,23.653484,12.068068,180785800
1998-04-01,23.630676,27.820692,22.627056,25.176008,12.844865,215341900
1998-05-01,26.103365,29.125860,24.660810,28.507622,14.796981,119496300
1998-06-01,28.816742,32.491821,27.889385,32.423126,16.829334,114482900
1998-07-01,32.285740,33.762642,30.808840,31.324038,16.258852,102002900
1998-08-01,31.014919,31.564465,23.905188,24.523424,12.895097,116993700
1998-09-01,24.179958,27.374187,22.325247,25.828592,13.581394,106327200
1998-10-01,25.553820,29.812790,21.329197,29.812790,15.676394,135945400
1998-11-01,29.778444,30.877533,28.370235,30.259295,16.178011,78181700
1998-12-01,30.362335,32.903980,28.782394,32.251396,17.243078,91366000
1999-01-01,32.182701,36.544712,31.530117,33.762642,18.051056,135658900
1999-02-01,33.487869,33.934376,30.980572,32.594860,17.665936,86152800
1999-03-01,32.285740,33.316135,30.362335,31.152306,16.884089,110586400
1999-04-01,31.324038,37.300335,30.774494,35.136501,19.043467,133746400
1999-05-01,35.136501,37.094254,30.705801,31.392731,17.239431,113685800
1999-06-01,31.667503,31.839235,28.919781,31.014919,17.031952,114284300
1999-07-01,31.598810,32.217049,26.481176,26.652910,14.636541,131786700
1999-08-01,27.271147,28.748049,25.416433,28.645008,15.981425,112450100
1999-09-01,28.645008,29.434978,26.687256,27.614613,15.406561,91998000
1999-10-01,28.095465,31.324038,27.271147,30.156256,16.824574,91951100
1999-11-01,30.224949,30.843187,27.511572,27.751999,15.751102,94748800
1999-12-01,27.751999,29.641058,26.652910,29.297592,16.628328,108381700
2000-01-01,28.988474,30.327988,26.000326,27.339840,15.517173,134590100
2000-02-01,27.271147,27.786345,22.634365,22.874790,13.223924,128895800
2000-03-01,23.012177,25.656860,22.119167,25.244701,14.593974,191075200
2000-04-01,25.691206,31.461424,25.656860,30.087563,17.393631,178547400
2000-05-01,30.190603,30.190603,26.240751,26.687256,15.686849,126079200
2000-06-01,26.584217,28.335890,23.355642,24.597080,14.458237,132100600
2000-07-01,24.668583,27.814720,24.668583,26.634920,15.656087,109981900
2000-08-01,26.670671,30.000000,23.812500,24.187500,14.484765,182676600
2000-09-01,24.437500,27.125000,23.875000,25.500000,15.270759,183741000
2000-10-01,25.437500,27.000000,23.375000,26.125000,15.645037,109476000
2000-11-01,25.687500,26.750000,22.562500,22.750000,13.785698,95879500
2000-12-01,23.625000,24.812500,21.687500,23.437500,14.202301,116791300
2001-01-01,23.812500,28.740000,23.750000,28.190001,17.082148,126191800
2001-02-01,27.920000,29.000000,26.799999,27.809999,17.033978,90557300
2001-03-01,27.809999,31.370001,27.020000,28.120001,17.223858,131030200
2001-04-01,27.799999,31.420000,27.290001,29.480000,18.056875,113711700
2001-05-01,28.799999,29.430000,24.049999,24.350000,15.067342,145986800
2001-06-01,24.299999,26.150000,23.500000,24.549999,15.191096,118509600
2001-07-01,24.559999,25.930000,24.250000,25.469999,15.760387,84425600
2001-08-01,25.150000,25.350000,19.740000,19.870001,12.295201,131204300
2001-09-01,19.930000,20.719999,14.700000,17.350000,10.863827,129333500
2001-10-01,17.350000,18.770000,15.880000,16.049999,10.049824,126336100
2001-11-01,16.030001,19.080000,15.970000,18.940001,11.971301,110822200
2001-12-01,18.450001,18.459999,14.830000,15.720000,9.936054,144339500
2002-01-01,15.940000,17.150000,14.010000,15.300000,9.670586,344648200
2002-02-01,14.520000,15.780000,13.900000,14.880000,9.469938,180655600
2002-03-01,15.000000,17.290001,14.930000,16.490000,10.494576,203611100
2002-04-01,15.910000,16.750000,14.880000,16.000000,10.182728,159584500
2002-05-01,15.970000,18.230000,15.600000,17.650000,11.232821,181075200
2002-06-01,17.700001,17.840000,15.250000,16.000000,10.246769,149817300
2002-07-01,16.000000,16.240000,11.520000,13.470000,8.626501,235272400
2002-08-01,13.370000,13.520000,10.650000,11.770000,7.595322,200953900
2002-09-01,11.500000,11.510000,9.240000,9.800000,6.324058,235740200
2002-10-01,9.680000,9.990000,6.900000,8.460000,5.459340,399858500
2002-11-01,8.430000,11.500000,8.310000,11.380000,7.432663,236067200
2002-12-01,11.650000,11.910000,9.300000,9.300000,6.074145,186738200
2003-01-01,9.500000,10.800000,8.920000,9.110000,5.950050,181561300
2003-02-01,9.110000,9.310000,8.000000,8.320000,5.491456,138109200
2003-03-01,8.380000,8.420000,6.580000,7.520000,4.963430,338753100
2003-04-01,7.300000,10.970000,7.300000,10.300000,6.798319,326044500
2003-05-01,10.320000,10.550000,9.450000,10.500000,6.998137,222804200
2003-06-01,10.650000,11.710000,10.250000,10.990000,7.324712,244649400
2003-07-01,10.900000,11.650000,10.430000,11.060000,7.371370,198436000
2003-08-01,11.080000,11.680000,10.450000,11.560000,7.776412,153898800
2003-09-01,11.730000,12.530000,10.650000,10.770000,7.244985,185932300
2003-10-01,10.770000,12.510000,10.410000,12.130000,8.159858,242877500
2003-11-01,12.230000,13.310000,11.960000,13.200000,8.951838,219813100
2003-12-01,13.290000,17.330000,12.820000,16.000000,10.850714,280253200
2004-01-01,16.100000,17.340000,14.330000,14.540000,9.860584,254929800
2004-02-01,14.100000,14.770000,13.300000,13.750000,9.383701,225828200
2004-03-01,13.880000,14.280000,12.750000,13.570000,9.260859,217960600
2004-04-01,13.520000,16.230000,13.000000,15.360000,10.482446,267841600
2004-05-01,15.200000,15.650000,13.890000,14.850000,10.198014,230621700
2004-06-01,14.860000,16.480000,14.660000,15.650000,10.747401,205915100
2004-07-01,15.650000,15.770000,14.300000,14.720000,10.108738,185123900
2004-08-01,14.650000,15.100000,13.610000,14.110000,9.755393,153879700
2004-09-01,14.120000,14.680000,13.650000,14.050000,9.713908,161073600
2004-10-01,14.100000,14.320000,12.610000,13.030000,9.008698,222653300
2004-11-01,13.130000,14.450000,12.880000,14.180000,9.878970,151039100
2004-12-01,14.160000,15.000000,13.900000,14.640000,10.199444,150609800
2005-01-01,14.660000,14.750000,13.040000,13.170000,9.175321,201008700
2005-02-01,13.270000,13.540000,12.490000,12.650000,8.880166,156431200
2005-03-01,12.570000,12.730000,10.940000,11.330000,7.953540,249706600
2005-04-01,11.650000,11.690000,9.070000,9.110000,6.395123,338405800
2005-05-01,9.160000,10.450000,9.070000,9.980000,7.080862,340305600
2005-06-01,10.040000,11.480000,9.850000,10.240000,7.265336,318812500
2005-07-01,10.220000,11.190000,10.120000,10.740000,7.620087,200316200
2005-08-01,10.720000,11.040000,9.640000,9.970000,7.139265,235811500
2005-09-01,9.970000,10.200000,9.550000,9.860000,7.060498,234833000
2005-10-01,10.000000,10.000000,7.980000,8.320000,5.957743,418776800
2005-11-01,8.330000,8.570000,7.570000,8.130000,5.894097,362280700
2005-12-01,8.240000,8.410000,7.640000,7.720000,5.596855,351545800
2006-01-01,7.720000,8.960000,7.660000,8.580000,6.220339,598794200
2006-02-01,8.530000,8.700000,7.960000,7.970000,5.845919,297568500
2006-03-01,8.000000,8.290000,7.390000,7.960000,5.838583,481735400
2006-04-01,8.050000,8.050000,6.910000,6.950000,5.097757,615060800
2006-05-01,7.080000,7.430000,6.750000,7.160000,5.325759,551201100
2006-06-01,7.210000,7.250000,6.170000,6.930000,5.154682,570531000
2006-07-01,6.980000,6.980000,6.060000,6.670000,4.961288,547360400
2006-08-01,6.680000,8.470000,6.470000,8.370000,6.271294,900324300
2006-09-01,8.420000,9.480000,7.610000,8.090000,6.061502,976324100
2006-10-01,8.100000,8.670000,7.810000,8.280000,6.203861,562889900
2006-11-01,8.330000,9.190000,8.000000,8.130000,6.091471,423233000
2006-12-01,8.100000,8.150000,6.850000,7.510000,5.626932,1949105900
2007-01-01,7.560000,8.620000,7.430000,8.130000,6.091471,1253117800
2007-02-01,8.170000,8.970000,7.600000,7.910000,5.926634,804246600
2007-03-01,7.770000,8.230000,7.440000,7.890000,5.911648,1042261300
2007-04-01,7.900000,8.380000,7.670000,8.040000,6.024038,696489400
2007-05-01,8.040000,8.980000,7.960000,8.340000,6.248817,774390500
